season,game_date,game_away_team,game_home_team,game_url,visiting_center,home_center,winning_tip,Visiting Team Event,Visiting Team Player,Home Team Event,Home Team Player,Score,Possession,Point Attempt,Shot Distance,Offensive Rebound,Defensive Rebound,Turnover
2018,"Tue, May 8, 2018",New Orleans Pelicans,Golden State Warriors,/boxscores/201805080GSW.html,d/duranke01,d/davisan02,away_center,E. Moore misses 2-pt hook shot from 7 ft,m/mooreet01,,,0-0,New Orleans Pelicans,2,7,0,0,0
2018,"Tue, May 8, 2018",New Orleans Pelicans,Golden State Warriors,/boxscores/201805080GSW.html,d/duranke01,d/davisan02,away_center,,,Defensive rebound by D. Green,g/greendr01,0-0,Golden State Warriors,,,0,1,0
2018,"Tue, May 8, 2018",New Orleans Pelicans,Golden State Warriors,/boxscores/201805080GSW.html,d/duranke01,d/davisan02,away_center,,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),t/thompkl01,0-2,Golden State Warriors,2,19,0,0,0
2018,"Wed, May 9, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201805090BOS.html,b/baynear01,e/embiijo01,away_center,T. McConnell makes 2-pt jump shot from 5 ft,m/mccontj01,,,2-0,Philadelphia 76ers,2,5,0,0,0
2018,"Sun, May 13, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805130BOS.html,h/horfoal01,l/loveke01,home_center,,,J. Brown makes 2-pt layup from 2 ft,b/brownja02,0-2,Boston Celtics,2,2,0,0,0
2018,"Mon, May 14, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805140HOU.html,c/capelca01,d/duranke01,home_center,,,J. Harden makes 3-pt jump shot from 26 ft,h/hardeja01,0-3,Houston Rockets,3,26,0,0,0
2018,"Tue, May 15, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805150BOS.html,h/horfoal01,t/thomptr01,away_center,Turnover by L. James (bad pass),j/jamesle01,,,0-0,Cleveland Cavaliers,,,0,0,1
2018,"Tue, May 15, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805150BOS.html,h/horfoal01,t/thomptr01,away_center,,,J. Brown makes 3-pt jump shot from 26 ft (assist by J. Tatum),b/brownja02,0-3,Boston Celtics,3,26,0,0,0
2018,"Wed, May 16, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805160HOU.html,c/capelca01,d/duranke01,away_center,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),t/thompkl01,,,2-0,Golden State Warriors,2,14,0,0,0
2018,"Sat, May 19, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805190CLE.html,t/thomptr01,h/horfoal01,away_center,J. Tatum misses 2-pt jump shot from 12 ft,t/tatumja01,,,0-0,Boston Celtics,2,12,0,0,0
2018,"Sat, May 19, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805190CLE.html,t/thomptr01,h/horfoal01,away_center,,,Defensive rebound by K. Love,l/loveke01,0-0,Cleveland Cavaliers,,,0,1,0
2018,"Sat, May 19, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805190CLE.html,t/thomptr01,h/horfoal01,away_center,,,G. Hill makes 2-pt jump shot from 12 ft,h/hillge01,0-2,Cleveland Cavaliers,2,12,0,0,0
2018,"Sun, May 20, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805200GSW.html,d/duranke01,c/capelca01,away_center,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),c/capelca01,,,2-0,Houston Rockets,2,2,0,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,A. Horford misses 2-pt layup from 2 ft,h/horfoal01,,,0-0,Boston Celtics,2,2,0,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,Defensive rebound by Team,,0-0,Cleveland Cavaliers,,,0,1,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,K. Love misses 3-pt jump shot from 31 ft,l/loveke01,0-0,Cleveland Cavaliers,3,31,0,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,Defensive rebound by T. Rozier,r/roziete01,,,0-0,Boston Celtics,,,0,1,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,T. Rozier misses 2-pt jump shot at rim,r/roziete01,,,0-0,Boston Celtics,2,,0,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,Defensive rebound by G. Hill,h/hillge01,0-0,Cleveland Cavaliers,,,0,1,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,T. Thompson misses 2-pt layup from 2 ft (block by A. Horford),t/thomptr01,0-0,Cleveland Cavaliers,2,2,0,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,Offensive rebound by T. Thompson,t/thomptr01,0-0,Cleveland Cavaliers,,,1,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,T. Thompson misses 2-pt layup from 1 ft,t/thomptr01,0-0,Cleveland Cavaliers,2,1,0,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,Offensive rebound by T. Thompson,t/thomptr01,0-0,Cleveland Cavaliers,,,1,0,0
2018,"Mon, May 21, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805210CLE.html,t/thomptr01,h/horfoal01,away_center,,,T. Thompson makes 2-pt layup at rim,t/thomptr01,0-2,Cleveland Cavaliers,2,,0,0,0
2018,"Tue, May 22, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805220GSW.html,d/duranke01,c/capelca01,home_center,,,K. Thompson makes 2-pt jump shot from 18 ft,t/thompkl01,0-2,Golden State Warriors,2,18,0,0,0
2018,"Wed, May 23, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805230BOS.html,b/baynear01,t/thomptr01,home_center,,,J. Brown misses 3-pt jump shot from 27 ft,b/brownja02,0-0,Boston Celtics,3,27,0,0,0
2018,"Wed, May 23, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805230BOS.html,b/baynear01,t/thomptr01,home_center,Defensive rebound by K. Love,l/loveke01,,,0-0,Cleveland Cavaliers,,,0,1,0
2018,"Wed, May 23, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805230BOS.html,b/baynear01,t/thomptr01,home_center,K. Love makes 2-pt jump shot from 7 ft (assist by L. James),l/loveke01,,,2-0,Cleveland Cavaliers,2,7,0,0,0
2018,"Fri, May 25, 2018",Boston Celtics,Cleveland Cavaliers,/boxscores/201805250CLE.html,t/thomptr01,b/baynear01,away_center,T. Rozier makes 2-pt layup at rim,r/roziete01,,,2-0,Boston Celtics,2,,0,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,J. Harden misses 2-pt layup from 3 ft (block by D. Green),h/hardeja01,,,0-0,Houston Rockets,2,3,0,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,Offensive rebound by C. Capela,c/capelca01,,,0-0,Houston Rockets,,,1,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,Turnover by C. Capela (lost ball; steal by K. Looney),c/capelca01,,,0-0,Houston Rockets,,,0,0,1
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,,,S. Curry misses 3-pt jump shot from 27 ft,c/curryst01,0-0,Golden State Warriors,3,27,0,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,Defensive rebound by T. Ariza,a/arizatr01,,,0-0,Houston Rockets,,,0,1,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,Turnover by J. Harden (bad pass; steal by K. Thompson),h/hardeja01,,,0-0,Houston Rockets,,,0,0,1
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,,,K. Thompson misses 2-pt jump shot from 20 ft,t/thompkl01,0-0,Golden State Warriors,2,20,0,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,Defensive rebound by J. Harden,h/hardeja01,,,0-0,Houston Rockets,,,0,1,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,T. Ariza misses 3-pt jump shot from 24 ft,a/arizatr01,,,0-0,Houston Rockets,3,24,0,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,,,Defensive rebound by S. Curry,c/curryst01,0-0,Golden State Warriors,,,0,1,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,,,Turnover by K. Thompson (bad pass; steal by P. Tucker),t/thompkl01,0-0,Golden State Warriors,,,0,0,1
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,T. Ariza misses 2-pt layup from 2 ft,a/arizatr01,,,0-0,Houston Rockets,2,2,0,0,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,,,Defensive rebound by D. Green,g/greendr01,0-0,Golden State Warriors,,,0,1,0
2018,"Sat, May 26, 2018",Houston Rockets,Golden State Warriors,/boxscores/201805260GSW.html,d/duranke01,c/capelca01,away_center,,,K. Durant makes 2-pt jump shot from 8 ft (assist by S. Curry),d/duranke01,0-2,Golden State Warriors,2,8,0,0,0
2018,"Sun, May 27, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805270BOS.html,b/baynear01,t/thomptr01,home_center,,,J. Tatum misses 3-pt jump shot from 25 ft,t/tatumja01,0-0,Boston Celtics,3,25,0,0,0
2018,"Sun, May 27, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805270BOS.html,b/baynear01,t/thomptr01,home_center,,,Offensive rebound by A. Baynes,b/baynear01,0-0,Boston Celtics,,,1,0,0
2018,"Sun, May 27, 2018",Cleveland Cavaliers,Boston Celtics,/boxscores/201805270BOS.html,b/baynear01,t/thomptr01,home_center,,,J. Tatum makes 2-pt jump shot from 16 ft (assist by A. Horford),t/tatumja01,0-2,Boston Celtics,2,16,0,0,0
2018,"Mon, May 28, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805280HOU.html,c/capelca01,d/duranke01,away_center,S. Curry misses 3-pt jump shot from 26 ft,c/curryst01,,,0-0,Golden State Warriors,3,26,0,0,0
2018,"Mon, May 28, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805280HOU.html,c/capelca01,d/duranke01,away_center,,,Defensive rebound by Team,,0-0,Houston Rockets,,,0,1,0
2018,"Mon, May 28, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805280HOU.html,c/capelca01,d/duranke01,away_center,,,Personal foul by K. Looney (drawn by P. Tucker),l/looneke01,0-0,Houston Rockets,,,0,0,0
2018,"Mon, May 28, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805280HOU.html,c/capelca01,d/duranke01,away_center,,,Shooting block foul by K. Thompson (drawn by J. Harden),t/thompkl01,0-0,Houston Rockets,,,0,0,0
2018,"Mon, May 28, 2018",Golden State Warriors,Houston Rockets,/boxscores/201805280HOU.html,c/capelca01,d/duranke01,away_center,,,J. Harden makes free throw 1 of 2,h/hardeja01,0-1,Houston Rockets,,,0,0,0
2018,"Thu, May 31, 2018",Cleveland Cavaliers,Golden State Warriors,/boxscores/201805310GSW.html,d/duranke01,t/thomptr01,away_center,K. Love misses 2-pt hook shot from 10 ft,l/loveke01,,,0-0,Cleveland Cavaliers,2,10,0,0,0
2018,"Thu, May 31, 2018",Cleveland Cavaliers,Golden State Warriors,/boxscores/201805310GSW.html,d/duranke01,t/thomptr01,away_center,,,Defensive rebound by D. Green,g/greendr01,0-0,Golden State Warriors,,,0,1,0
2018,"Thu, May 31, 2018",Cleveland Cavaliers,Golden State Warriors,/boxscores/201805310GSW.html,d/duranke01,t/thomptr01,away_center,,,Turnover by D. Green (bad pass; steal by L. James),g/greendr01,0-0,Golden State Warriors,,,0,0,1
2018,"Thu, May 31, 2018",Cleveland Cavaliers,Golden State Warriors,/boxscores/201805310GSW.html,d/duranke01,t/thomptr01,away_center,L. James makes 2-pt layup from 2 ft,j/jamesle01,,,2-0,Cleveland Cavaliers,2,2,0,0,0
2018,"Sun, Jun 3, 2018",Cleveland Cavaliers,Golden State Warriors,/boxscores/201806030GSW.html,m/mcgeeja01,t/thomptr01,home_center,,,J. McGee makes 2-pt dunk from 1 ft (assist by S. Curry),m/mcgeeja01,0-2,Golden State Warriors,2,1,0,0,0
2018,"Wed, Jun 6, 2018",Golden State Warriors,Cleveland Cavaliers,/boxscores/201806060CLE.html,t/thomptr01,m/mcgeeja01,home_center,,,K. Love makes 3-pt jump shot from 25 ft (assist by G. Hill),l/loveke01,0-3,Cleveland Cavaliers,3,25,0,0,0
2018,"Fri, Jun 8, 2018",Golden State Warriors,Cleveland Cavaliers,/boxscores/201806080CLE.html,t/thomptr01,m/mcgeeja01,away_center,J. McGee misses 2-pt layup from 2 ft,m/mcgeeja01,,,0-0,Golden State Warriors,2,2,0,0,0
2018,"Fri, Jun 8, 2018",Golden State Warriors,Cleveland Cavaliers,/boxscores/201806080CLE.html,t/thomptr01,m/mcgeeja01,away_center,Offensive rebound by S. Curry,c/curryst01,,,0-0,Golden State Warriors,,,1,0,0
2018,"Fri, Jun 8, 2018",Golden State Warriors,Cleveland Cavaliers,/boxscores/201806080CLE.html,t/thomptr01,m/mcgeeja01,away_center,S. Curry makes 2-pt layup at rim,c/curryst01,,,2-0,Golden State Warriors,2,,0,0,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,R. Covington misses 3-pt jump shot from 27 ft,c/covinro01,,,0-0,Philadelphia 76ers,3,27,0,0,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,,,Defensive rebound by Team,,0-0,Boston Celtics,,,0,1,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,,,J. Tatum misses 3-pt jump shot from 25 ft,t/tatumja01,0-0,Boston Celtics,3,25,0,0,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,Defensive rebound by D. Šarić,s/saricda01,,,0-0,Philadelphia 76ers,,,0,1,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,Turnover by B. Simmons (bad pass; steal by G. Hayward),s/simmobe01,,,0-0,Philadelphia 76ers,,,0,0,1
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,,,J. Brown misses 2-pt layup from 2 ft,b/brownja02,0-0,Boston Celtics,2,2,0,0,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,Defensive rebound by B. Simmons,s/simmobe01,,,0-0,Philadelphia 76ers,,,0,1,0
2019,"Tue, Oct 16, 2018",Philadelphia 76ers,Boston Celtics,/boxscores/201810160BOS.html,e/embiijo01,h/horfoal01,away_center,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),e/embiijo01,,,2-0,Philadelphia 76ers,2,1,0,0,0
2019,"Tue, Oct 16, 2018",Oklahoma City Thunder,Golden State Warriors,/boxscores/201810160GSW.html,a/adamsst01,j/jonesda03,home_center,,,Turnover by K. Thompson (bad pass; steal by S. Adams),t/thompkl01,0-0,Golden State Warriors,,,0,0,1
2019,"Tue, Oct 16, 2018",Oklahoma City Thunder,Golden State Warriors,/boxscores/201810160GSW.html,a/adamsst01,j/jonesda03,home_center,Turnover by P. George (bad pass),g/georgpa01,,,0-0,Oklahoma City Thunder,,,0,0,1
2019,"Tue, Oct 16, 2018",Oklahoma City Thunder,Golden State Warriors,/boxscores/201810160GSW.html,a/adamsst01,j/jonesda03,home_center,,,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),c/curryst01,0-3,Golden State Warriors,3,24,0,0,0
2019,"Wed, Oct 17, 2018",Milwaukee Bucks,Charlotte Hornets,/boxscores/201810170CHO.html,l/lopezbr01,z/zelleco01,away_center,B. Lopez makes 2-pt hook shot from 9 ft (assist by G. Antetokounmpo),l/lopezbr01,,,2-0,Milwaukee Bucks,2,9,0,0,0
2019,"Wed, Oct 17, 2018",Brooklyn Nets,Detroit Pistons,/boxscores/201810170DET.html,a/allenja01,d/drumman01,home_center,,,Turnover by A. Drummond (lost ball; steal by C. LeVert),d/drumman01,0-0,Detroit Pistons,,,0,0,1
2019,"Wed, Oct 17, 2018",Brooklyn Nets,Detroit Pistons,/boxscores/201810170DET.html,a/allenja01,d/drumman01,home_center,,,Loose ball foul by L. Kennard (drawn by C. LeVert),k/kennalu01,0-0,Detroit Pistons,,,0,0,0
2019,"Wed, Oct 17, 2018",Brooklyn Nets,Detroit Pistons,/boxscores/201810170DET.html,a/allenja01,d/drumman01,home_center,Personal foul by B. Brown (drawn by C. LeVert),b/brownbr01,,,0-0,Brooklyn Nets,,,0,0,0
2019,"Wed, Oct 17, 2018",Brooklyn Nets,Detroit Pistons,/boxscores/201810170DET.html,a/allenja01,d/drumman01,home_center,J. Allen makes 2-pt dunk at rim (assist by D. Russell),a/allenja01,,,2-0,Brooklyn Nets,2,,0,0,0
2019,"Wed, Oct 17, 2018",Memphis Grizzlies,Indiana Pacers,/boxscores/201810170IND.html,g/gasolma01,t/turnemy01,home_center,,,Turnover by T. Young (bad pass; steal by M. Conley),y/youngth01,0-0,Indiana Pacers,,,0,0,1
2019,"Wed, Oct 17, 2018",Memphis Grizzlies,Indiana Pacers,/boxscores/201810170IND.html,g/gasolma01,t/turnemy01,home_center,C. Parsons misses 3-pt jump shot from 25 ft,p/parsoch01,,,0-0,Memphis Grizzlies,3,25,0,0,0
2019,"Wed, Oct 17, 2018",Memphis Grizzlies,Indiana Pacers,/boxscores/201810170IND.html,g/gasolma01,t/turnemy01,home_center,,,Defensive rebound by T. Young,y/youngth01,0-0,Indiana Pacers,,,0,1,0
2019,"Wed, Oct 17, 2018",Memphis Grizzlies,Indiana Pacers,/boxscores/201810170IND.html,g/gasolma01,t/turnemy01,home_center,,,B. Bogdanović makes 2-pt jump shot from 8 ft,b/bogdabo02,0-2,Indiana Pacers,2,8,0,0,0
2019,"Wed, Oct 17, 2018",Miami Heat,Orlando Magic,/boxscores/201810170ORL.html,w/whiteha01,v/vucevni01,away_center,R. McGruder misses 2-pt layup from 7 ft,m/mcgruro01,,,0-0,Miami Heat,2,7,0,0,0
2019,"Wed, Oct 17, 2018",Miami Heat,Orlando Magic,/boxscores/201810170ORL.html,w/whiteha01,v/vucevni01,away_center,,,Defensive rebound by A. Gordon,g/gordoaa01,0-0,Orlando Magic,,,0,1,0
2019,"Wed, Oct 17, 2018",Miami Heat,Orlando Magic,/boxscores/201810170ORL.html,w/whiteha01,v/vucevni01,away_center,,,E. Fournier misses 3-pt jump shot from 25 ft,f/fournev01,0-0,Orlando Magic,3,25,0,0,0
2019,"Wed, Oct 17, 2018",Miami Heat,Orlando Magic,/boxscores/201810170ORL.html,w/whiteha01,v/vucevni01,away_center,Defensive rebound by H. Whiteside,w/whiteha01,,,0-0,Miami Heat,,,0,1,0
2019,"Wed, Oct 17, 2018",Miami Heat,Orlando Magic,/boxscores/201810170ORL.html,w/whiteha01,v/vucevni01,away_center,J. Richardson makes 2-pt layup from 4 ft,r/richajo01,,,2-0,Miami Heat,2,4,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,Personal foul by T. Burke (drawn by T. Waller-Prince),b/burketr01,,,0-0,Atlanta Hawks,,,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,V. Carter misses 3-pt jump shot from 28 ft,c/cartevi01,,,0-0,Atlanta Hawks,3,28,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,Defensive rebound by E. Kanter,k/kanteen01,0-0,New York Knicks,,,0,1,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,Personal foul by K. Bazemore (drawn by T. Hardaway),b/bazemke01,0-0,New York Knicks,,,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,T. Hardaway misses 3-pt jump shot from 28 ft,h/hardati02,0-0,New York Knicks,3,28,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,Defensive rebound by T. Waller-Prince,p/princta02,,,0-0,Atlanta Hawks,,,0,1,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,T. Waller-Prince misses 2-pt layup from 2 ft,p/princta02,,,0-0,Atlanta Hawks,2,2,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,Defensive rebound by T. Hardaway,h/hardati02,0-0,New York Knicks,,,0,1,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,T. Hardaway misses 2-pt layup from 1 ft (block by K. Bazemore),h/hardati02,0-0,New York Knicks,2,1,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,Offensive rebound by Team,,0-0,New York Knicks,,,1,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,E. Kanter misses 2-pt jump shot from 20 ft,k/kanteen01,0-0,New York Knicks,2,20,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,Defensive rebound by A. Len,l/lenal01,,,0-0,Atlanta Hawks,,,0,1,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,K. Bazemore misses 2-pt layup from 2 ft,b/bazemke01,,,0-0,Atlanta Hawks,2,2,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,Defensive rebound by E. Kanter,k/kanteen01,0-0,New York Knicks,,,0,1,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,T. Burke misses 2-pt jump shot from 19 ft,b/burketr01,0-0,New York Knicks,2,19,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,Offensive rebound by Team,,0-0,New York Knicks,,,1,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,Loose ball foul by A. Len (drawn by E. Kanter),l/lenal01,,,0-0,Atlanta Hawks,,,0,0,0
2019,"Wed, Oct 17, 2018",Atlanta Hawks,New York Knicks,/boxscores/201810170NYK.html,l/lenal01,k/kanteen01,away_center,,,T. Burke misses 2-pt jump shot from 14 ft,b/burketr01,0-0,New York Knicks,2,14,0,0,0
