season,game_date,game_away_team,game_home_team,game_url,visiting_center,home_center,winning_tip,Visiting Team Event,Visiting Team Player,Home Team Event,Home Team Player,Score,Possession,Point Attempt,Shot Distance,Offensive Rebound,Defensive Rebound,Turnover
2018,"Wed, Oct 18, 2017",Houston Rockets,Sacramento Kings,/boxscores/201710180SAC.html,c/caulewi01,c/capelca01,home_center,,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,c/caulewi01,0-0,Sacramento Kings,2,14,0,0,0
2018,"Wed, Oct 18, 2017",Houston Rockets,Sacramento Kings,/boxscores/201710180SAC.html,c/caulewi01,c/capelca01,home_center,Defensive rebound by C. Capela,c/capelca01,,,0-0,Houston Rockets,,,0,1,0
2018,"Wed, Oct 18, 2017",Houston Rockets,Sacramento Kings,/boxscores/201710180SAC.html,c/caulewi01,c/capelca01,home_center,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),c/capelca01,,,2-0,Houston Rockets,2,2,0,0,0
2018,"Thu, Oct 19, 2017",Chicago Bulls,Toronto Raptors,/boxscores/201710190TOR.html,v/valanjo01,l/lopezro01,away_center,R. Lopez misses 2-pt hook shot from 10 ft,l/lopezro01,,,0-0,Chicago Bulls,2,10,0,0,0
2018,"Thu, Oct 19, 2017",Chicago Bulls,Toronto Raptors,/boxscores/201710190TOR.html,v/valanjo01,l/lopezro01,away_center,,,Defensive rebound by J. Valančiūnas,v/valanjo01,0-0,Toronto Raptors,,,0,1,0
2018,"Thu, Oct 19, 2017",Chicago Bulls,Toronto Raptors,/boxscores/201710190TOR.html,v/valanjo01,l/lopezro01,away_center,,,D. DeRozan misses 2-pt jump shot from 7 ft,d/derozde01,0-0,Toronto Raptors,2,7,0,0,0
2018,"Thu, Oct 19, 2017",Chicago Bulls,Toronto Raptors,/boxscores/201710190TOR.html,v/valanjo01,l/lopezro01,away_center,Defensive rebound by R. Lopez,l/lopezro01,,,0-0,Chicago Bulls,,,0,1,0
2018,"Thu, Oct 19, 2017",Chicago Bulls,Toronto Raptors,/boxscores/201710190TOR.html,v/valanjo01,l/lopezro01,away_center,R. Lopez makes 2-pt jump shot from 8 ft (assist by J. Grant),l/lopezro01,,,2-0,Chicago Bulls,2,8,0,0,0
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,Personal foul by C. Anthony (drawn by T. Hardaway),a/anthoca01,,,0-0,New York Knicks,,,0,0,0
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,T. Hardaway misses 3-pt jump shot from 26 ft,h/hardati02,,,0-0,New York Knicks,3,26,0,0,0
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,,,Defensive rebound by Team,,0-0,Oklahoma City Thunder,,,0,1,0
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,,,P. George misses 3-pt jump shot from 22 ft,g/georgpa01,0-0,Oklahoma City Thunder,3,22,0,0,0
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,Turnover by Team (shot clock),,,,0-0,New York Knicks,,,0,0,1
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,,,Defensive rebound by R. Westbrook,w/westbru01,0-0,Oklahoma City Thunder,,,0,1,0
2018,"Thu, Oct 19, 2017",New York Knicks,Oklahoma City Thunder,/boxscores/201710190OKC.html,a/adamsst01,p/porzikr01,away_center,,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),a/anthoca01,0-3,Oklahoma City Thunder,3,25,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,D. Gallinari misses 2-pt layup from 2 ft,g/gallida01,,,0-0,Los Angeles Clippers,2,2,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,Defensive rebound by B. Ingram,i/ingrabr01,0-0,Los Angeles Lakers,,,0,1,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,L. Nance misses 2-pt jump shot from 15 ft,n/nancela02,0-0,Los Angeles Lakers,2,15,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,Defensive rebound by D. Jordan,j/jordade01,,,0-0,Los Angeles Clippers,,,0,1,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,B. Griffin misses 3-pt jump shot from 26 ft,g/griffbl01,,,0-0,Los Angeles Clippers,3,26,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,Defensive rebound by B. Ingram,i/ingrabr01,0-0,Los Angeles Lakers,,,0,1,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,B. Lopez misses 2-pt hook shot from 9 ft,l/lopezbr01,0-0,Los Angeles Lakers,2,9,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,Offensive rebound by L. Nance,n/nancela02,0-0,Los Angeles Lakers,,,1,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,L. Nance misses 2-pt layup at rim,n/nancela02,0-0,Los Angeles Lakers,2,,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,Defensive rebound by D. Jordan,j/jordade01,,,0-0,Los Angeles Clippers,,,0,1,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,P. Beverley misses 2-pt jump shot from 14 ft,b/beverpa01,,,0-0,Los Angeles Clippers,2,14,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,Defensive rebound by L. Ball,b/balllo01,0-0,Los Angeles Lakers,,,0,1,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,,,B. Ingram misses 2-pt jump shot from 9 ft,i/ingrabr01,0-0,Los Angeles Lakers,2,9,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,Defensive rebound by D. Gallinari,g/gallida01,,,0-0,Los Angeles Clippers,,,0,1,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,D. Gallinari misses 2-pt layup from 1 ft,g/gallida01,,,0-0,Los Angeles Clippers,2,1,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,Offensive rebound by D. Jordan,j/jordade01,,,0-0,Los Angeles Clippers,,,1,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,D. Jordan misses 2-pt layup at rim,j/jordade01,,,0-0,Los Angeles Clippers,2,,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,Offensive rebound by D. Jordan,j/jordade01,,,0-0,Los Angeles Clippers,,,1,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,Shooting foul by L. Ball (drawn by D. Jordan),b/balllo01,,,0-0,Los Angeles Clippers,,,0,0,0
2018,"Thu, Oct 19, 2017",Los Angeles Clippers,Los Angeles Lakers,/boxscores/201710190LAL.html,l/lopezbr01,j/jordade01,away_center,D. Jordan makes free throw 2 of 2,j/jordade01,,,1-0,Los Angeles Clippers,,,0,0,0
2018,"Fri, Oct 20, 2017",Atlanta Hawks,Charlotte Hornets,/boxscores/201710200CHO.html,h/howardw01,d/dedmode01,home_center,,,J. Lamb makes 2-pt layup from 5 ft,l/lambje01,0-2,Charlotte Hornets,2,5,0,0,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,J. Nurkić misses 2-pt hook shot from 7 ft,n/nurkiju01,,,0-0,Portland Trail Blazers,2,7,0,0,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,,,Defensive rebound by D. Collison,c/collida01,0-0,Indiana Pacers,,,0,1,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,,,V. Oladipo misses 3-pt jump shot from 24 ft,o/oladivi01,0-0,Indiana Pacers,3,24,0,0,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,Defensive rebound by D. Lillard,l/lillada01,,,0-0,Portland Trail Blazers,,,0,1,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,M. Harkless misses 3-pt jump shot from 26 ft,h/harklma01,,,0-0,Portland Trail Blazers,3,26,0,0,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,Offensive rebound by Team,,,,0-0,Portland Trail Blazers,,,1,0,0
2018,"Fri, Oct 20, 2017",Portland Trail Blazers,Indiana Pacers,/boxscores/201710200IND.html,s/sabondo01,n/nurkiju01,away_center,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),n/nurkiju01,,,2-0,Portland Trail Blazers,2,1,0,0,0
2018,"Fri, Oct 20, 2017",Boston Celtics,Philadelphia 76ers,/boxscores/201710200PHI.html,e/embiijo01,h/horfoal01,home_center,,,R. Covington misses 2-pt layup from 11 ft (block by J. Tatum),c/covinro01,0-0,Philadelphia 76ers,2,11,0,0,0
2018,"Fri, Oct 20, 2017",Boston Celtics,Philadelphia 76ers,/boxscores/201710200PHI.html,e/embiijo01,h/horfoal01,home_center,Defensive rebound by K. Irving,i/irvinky01,,,0-0,Boston Celtics,,,0,1,0
2018,"Fri, Oct 20, 2017",Boston Celtics,Philadelphia 76ers,/boxscores/201710200PHI.html,e/embiijo01,h/horfoal01,home_center,A. Horford misses 2-pt hook shot from 8 ft,h/horfoal01,,,0-0,Boston Celtics,2,8,0,0,0
2018,"Fri, Oct 20, 2017",Boston Celtics,Philadelphia 76ers,/boxscores/201710200PHI.html,e/embiijo01,h/horfoal01,home_center,Offensive rebound by A. Baynes,b/baynear01,,,0-0,Boston Celtics,,,1,0,0
2018,"Fri, Oct 20, 2017",Boston Celtics,Philadelphia 76ers,/boxscores/201710200PHI.html,e/embiijo01,h/horfoal01,home_center,K. Irving makes 3-pt jump shot from 26 ft,i/irvinky01,,,3-0,Boston Celtics,3,26,0,0,0
2018,"Fri, Oct 20, 2017",Detroit Pistons,Washington Wizards,/boxscores/201710200WAS.html,g/gortama01,d/drumman01,away_center,A. Bradley misses 2-pt layup from 9 ft,b/bradlav01,,,0-0,Detroit Pistons,2,9,0,0,0
2018,"Fri, Oct 20, 2017",Detroit Pistons,Washington Wizards,/boxscores/201710200WAS.html,g/gortama01,d/drumman01,away_center,Offensive rebound by Team,,,,0-0,Detroit Pistons,,,1,0,0
2018,"Fri, Oct 20, 2017",Detroit Pistons,Washington Wizards,/boxscores/201710200WAS.html,g/gortama01,d/drumman01,away_center,Turnover by R. Jackson (bad pass; steal by K. Oubre),j/jacksre01,,,0-0,Detroit Pistons,,,0,0,1
2018,"Fri, Oct 20, 2017",Detroit Pistons,Washington Wizards,/boxscores/201710200WAS.html,g/gortama01,d/drumman01,away_center,,,K. Oubre makes 2-pt dunk from 1 ft,o/oubreke01,0-2,Washington Wizards,2,1,0,0,0
2018,"Fri, Oct 20, 2017",Orlando Magic,Brooklyn Nets,/boxscores/201710200BRK.html,m/mozgoti01,v/vucevni01,home_center,,,Turnover by D. Russell (traveling),r/russeda01,0-0,Brooklyn Nets,,,0,0,1
2018,"Fri, Oct 20, 2017",Orlando Magic,Brooklyn Nets,/boxscores/201710200BRK.html,m/mozgoti01,v/vucevni01,home_center,E. Fournier makes 2-pt hook shot from 10 ft,f/fournev01,,,2-0,Orlando Magic,2,10,0,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,D. Favors misses 2-pt jump shot from 6 ft,f/favorde01,,,0-0,Utah Jazz,2,6,0,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,Offensive rebound by R. Gobert,g/goberru01,,,0-0,Utah Jazz,,,1,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,R. Rubio misses 2-pt layup from 1 ft,r/rubiori01,,,0-0,Utah Jazz,2,1,0,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,,,Defensive rebound by K. Towns,t/townska01,0-0,Minnesota Timberwolves,,,0,1,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,,,J. Butler misses 3-pt jump shot from 23 ft,b/butleji01,0-0,Minnesota Timberwolves,3,23,0,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,,,Offensive rebound by A. Wiggins,w/wiggian01,0-0,Minnesota Timberwolves,,,1,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,,,A. Wiggins misses 2-pt layup at rim,w/wiggian01,0-0,Minnesota Timberwolves,2,,0,0,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,Defensive rebound by R. Gobert,g/goberru01,,,0-0,Utah Jazz,,,0,1,0
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,Turnover by R. Rubio (bad pass; steal by K. Towns),r/rubiori01,,,0-0,Utah Jazz,,,0,0,1
2018,"Fri, Oct 20, 2017",Utah Jazz,Minnesota Timberwolves,/boxscores/201710200MIN.html,t/townska01,g/goberru01,away_center,,,A. Wiggins makes 2-pt layup at rim (assist by K. Towns),w/wiggian01,0-2,Minnesota Timberwolves,2,,0,0,0
2018,"Fri, Oct 20, 2017",Sacramento Kings,Dallas Mavericks,/boxscores/201710200DAL.html,n/noelne01,c/caulewi01,away_center,Z. Randolph makes 2-pt jump shot from 17 ft (assist by B. Hield),r/randoza01,,,2-0,Sacramento Kings,2,17,0,0,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,,,A. Davis misses 2-pt jump shot from 10 ft,d/davisan02,0-0,New Orleans Pelicans,2,10,0,0,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,Defensive rebound by Z. Pachulia,p/pachuza01,,,0-0,Golden State Warriors,,,0,1,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,Turnover by K. Durant (bad pass),d/duranke01,,,0-0,Golden State Warriors,,,0,0,1
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,,,Turnover by J. Holiday (bad pass),h/holidjr01,0-0,New Orleans Pelicans,,,0,0,1
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,K. Durant misses 2-pt jump shot from 16 ft,d/duranke01,,,0-0,Golden State Warriors,2,16,0,0,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,,,Defensive rebound by J. Holiday,h/holidjr01,0-0,New Orleans Pelicans,,,0,1,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,,,E. Moore misses 3-pt jump shot from 22 ft,m/mooreet01,0-0,New Orleans Pelicans,3,22,0,0,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,Defensive rebound by K. Durant,d/duranke01,,,0-0,Golden State Warriors,,,0,1,0
2018,"Fri, Oct 20, 2017",Golden State Warriors,New Orleans Pelicans,/boxscores/201710200NOP.html,d/davisan02,p/pachuza01,home_center,K. Thompson makes 2-pt jump shot from 19 ft (assist by D. Green),t/thompkl01,,,2-0,Golden State Warriors,2,19,0,0,0
2018,"Fri, Oct 20, 2017",Los Angeles Lakers,Phoenix Suns,/boxscores/201710200PHO.html,c/chandty01,l/lopezbr01,away_center,B. Ingram makes 2-pt layup at rim,i/ingrabr01,,,2-0,Los Angeles Lakers,2,,0,0,0
2018,"Sat, Oct 21, 2017",Philadelphia 76ers,Toronto Raptors,/boxscores/201710210TOR.html,v/valanjo01,j/johnsam01,away_center,A. Johnson makes 2-pt dunk at rim (assist by B. Simmons),j/johnsam01,,,2-0,Philadelphia 76ers,2,,0,0,0
2018,"Sat, Oct 21, 2017",San Antonio Spurs,Chicago Bulls,/boxscores/201710210CHI.html,l/lopezro01,g/gasolpa01,home_center,,,R. Lopez makes 2-pt layup from 3 ft (assist by J. Grant),l/lopezro01,0-2,Chicago Bulls,2,3,0,0,0
2018,"Sat, Oct 21, 2017",Orlando Magic,Cleveland Cavaliers,/boxscores/201710210CLE.html,l/loveke01,v/vucevni01,away_center,N. Vučević makes 2-pt layup at rim (assist by T. Ross),v/vucevni01,,,2-0,Orlando Magic,2,,0,0,0
2018,"Sat, Oct 21, 2017",Dallas Mavericks,Houston Rockets,/boxscores/201710210HOU.html,c/capelca01,b/barneha02,away_center,H. Barnes makes 2-pt layup from 7 ft,b/barneha02,,,2-0,Dallas Mavericks,2,7,0,0,0
2018,"Sat, Oct 21, 2017",Golden State Warriors,Memphis Grizzlies,/boxscores/201710210MEM.html,g/gasolma01,p/pachuza01,home_center,,,A. Harrison makes 3-pt jump shot from 25 ft (assist by M. Gasol),h/harrian01,0-3,Memphis Grizzlies,3,25,0,0,0
2018,"Sat, Oct 21, 2017",Indiana Pacers,Miami Heat,/boxscores/201710210MIA.html,m/mickejo01,s/sabondo01,away_center,D. Sabonis makes 2-pt layup from 2 ft,s/sabondo01,,,2-0,Indiana Pacers,2,2,0,0,0
2018,"Sat, Oct 21, 2017",Detroit Pistons,New York Knicks,/boxscores/201710210NYK.html,p/porzikr01,d/drumman01,away_center,A. Bradley misses 2-pt jump shot from 17 ft,b/bradlav01,,,0-0,Detroit Pistons,2,17,0,0,0
2018,"Sat, Oct 21, 2017",Detroit Pistons,New York Knicks,/boxscores/201710210NYK.html,p/porzikr01,d/drumman01,away_center,Offensive rebound by A. Drummond,d/drumman01,,,0-0,Detroit Pistons,,,1,0,0
2018,"Sat, Oct 21, 2017",Detroit Pistons,New York Knicks,/boxscores/201710210NYK.html,p/porzikr01,d/drumman01,away_center,A. Drummond makes 2-pt layup from 2 ft,d/drumman01,,,2-0,Detroit Pistons,2,2,0,0,0
2018,"Sat, Oct 21, 2017",Portland Trail Blazers,Milwaukee Bucks,/boxscores/201710210MIL.html,m/makerth01,n/nurkiju01,home_center,,,K. Middleton makes 2-pt jump shot from 16 ft (assist by M. Brogdon),m/middlkh01,0-2,Milwaukee Bucks,2,16,0,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,Z. Randolph misses 3-pt jump shot from 23 ft,r/randoza01,,,0-0,Sacramento Kings,3,23,0,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,,,Defensive rebound by W. Chandler,c/chandwi01,0-0,Denver Nuggets,,,0,1,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,,,W. Chandler misses 2-pt jump shot from 13 ft,c/chandwi01,0-0,Denver Nuggets,2,13,0,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,,,Offensive rebound by W. Chandler,c/chandwi01,0-0,Denver Nuggets,,,1,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,,,G. Harris misses 3-pt jump shot from 26 ft,h/harriga01,0-0,Denver Nuggets,3,26,0,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,,,Offensive rebound by W. Chandler,c/chandwi01,0-0,Denver Nuggets,,,1,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,,,J. Murray misses 3-pt jump shot from 26 ft,m/murraja01,0-0,Denver Nuggets,3,26,0,0,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,Defensive rebound by Z. Randolph,r/randoza01,,,0-0,Sacramento Kings,,,0,1,0
2018,"Sat, Oct 21, 2017",Sacramento Kings,Denver Nuggets,/boxscores/201710210DEN.html,m/millspa01,c/caulewi01,away_center,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Hield),j/jacksju01,,,3-0,Sacramento Kings,3,23,0,0,0
2018,"Sat, Oct 21, 2017",Oklahoma City Thunder,Utah Jazz,/boxscores/201710210UTA.html,g/goberru01,a/adamsst01,home_center,,,R. Rubio misses 3-pt jump shot from 25 ft,r/rubiori01,0-0,Utah Jazz,3,25,0,0,0
2018,"Sat, Oct 21, 2017",Oklahoma City Thunder,Utah Jazz,/boxscores/201710210UTA.html,g/goberru01,a/adamsst01,home_center,,,Offensive rebound by D. Favors,f/favorde01,0-0,Utah Jazz,,,1,0,0
2018,"Sat, Oct 21, 2017",Oklahoma City Thunder,Utah Jazz,/boxscores/201710210UTA.html,g/goberru01,a/adamsst01,home_center,,,R. Rubio misses 3-pt jump shot from 23 ft,r/rubiori01,0-0,Utah Jazz,3,23,0,0,0
2018,"Sat, Oct 21, 2017",Oklahoma City Thunder,Utah Jazz,/boxscores/201710210UTA.html,g/goberru01,a/adamsst01,home_center,Defensive rebound by A. Roberson,r/roberan03,,,0-0,Oklahoma City Thunder,,,0,1,0
2018,"Sat, Oct 21, 2017",Oklahoma City Thunder,Utah Jazz,/boxscores/201710210UTA.html,g/goberru01,a/adamsst01,home_center,R. Westbrook makes 2-pt jump shot from 20 ft,w/westbru01,,,2-0,Oklahoma City Thunder,2,20,0,0,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,K. Bazemore misses 2-pt jump shot from 19 ft,b/bazemke01,,,0-0,Atlanta Hawks,2,19,0,0,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,,,Defensive rebound by C. LeVert,l/leverca01,0-0,Brooklyn Nets,,,0,1,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,h/holliro01,0-0,Brooklyn Nets,2,2,0,0,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,Defensive rebound by D. Dedmon,d/dedmode01,,,0-0,Atlanta Hawks,,,0,1,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,Turnover by K. Bazemore (bad pass),b/bazemke01,,,0-0,Atlanta Hawks,,,0,0,1
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,h/holliro01,0-0,Brooklyn Nets,2,4,0,0,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,,,Offensive rebound by D. Russell,r/russeda01,0-0,Brooklyn Nets,,,1,0,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,,,T. Mozgov misses 2-pt hook shot from 4 ft,m/mozgoti01,0-0,Brooklyn Nets,2,4,0,0,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,Defensive rebound by E. İlyasova,i/ilyaser01,,,0-0,Atlanta Hawks,,,0,1,0
2018,"Sun, Oct 22, 2017",Atlanta Hawks,Brooklyn Nets,/boxscores/201710220BRK.html,m/mozgoti01,d/dedmode01,away_center,E. İlyasova makes 3-pt jump shot from 24 ft (assist by D. Schröder),i/ilyaser01,,,3-0,Atlanta Hawks,3,24,0,0,0
2018,"Sun, Oct 22, 2017",Minnesota Timberwolves,Oklahoma City Thunder,/boxscores/201710220OKC.html,a/adamsst01,t/townska01,home_center,,,R. Westbrook misses 2-pt layup from 1 ft,w/westbru01,0-0,Oklahoma City Thunder,2,1,0,0,0
